148,"One year after it was shot into space, let’s check in on Elon Musk’s Tesla Roadster"
149,"Kinda crazy &gt;&gt;

Elon Musk takes control of Tesla hiring process"
150,Tesla CEO Elon Musk faces off against SEC in court
151,"Elon Musk throws down with Porsche, sends a Model S to the Nürburgring"
152,Elon Musk explains why you shouldn't charge your Tesla battery to 100%
153,"Everyone in Elon Musk's life right now. 
$TSLA $TSLAQ #Tesla"
154,"If the SEC's punishment of Elon Musk harms Tesla shareholders, it's their own fault"
155,"elon musk /was/ disrespectful with art credit, but this is a relatively small act to condemn. worker conditions for tesla…"
156,Elon Musk sets aside rivalries to praise one of Tesla's competitors
157,Elon Musk must have collaborated with Homer Simpson.
158,Tesla Cybertruck: Elon Musk unveils new electric pickup that's 'literally bulletproof' - CNN
159,Tesla’s Elon Musk Promises Robot Taxis by Next Year - WSJ #driverless #tech
160,At least it’s not elon musk
161,"Elon Musk boasts of nearly 150,000 Tesla Cybertruck orders despite launch gaffe  #USA #美国 #Tesla #TeslaCyberTruck"
162,I'd date Elon Musk because he's Elon Musk
163,JUST IN: Elon Musk is breaking ground in Tesla's Shanghai Gigafactory today
164,Elon Musk's latest Twitter outburst could cost him his job at Tesla
165,Elon Musk predicts Tesla energy could be ‘bigger’ than its EV business
166,"Elon Musk is raising the price of Tesla’s “full self-driving” feature by another $1,000"
167,ELON MUSK THIS IS FOR U BBY 
168,Elon Musk is the fucking man
169,"Elon Musk, maybe ..."
171,Elon Musk has explained to Tesla owners why they shouldn't charge their Tesla batteries to 100% even if they are concerned about range
172,Tesla ATV: Elon Musk’s ‘One More Thing’ Is an ATV That Fits In Cybertruck (And Charges!) via
173,"If Tesla’s new Solar Glass Roof grows like ""kelp on steroids,"" as Elon Musk says it will, it could revive Tesla’s stumbling atte…"
174,Tesla shares plunge after Elon Musk changes his tune on profit
175,Ouch.  Hey read the article in the latest fastcompany about Tesla and Elon Musk - fascinating!
176,SEC wants Tesla CEO Elon Musk held in contempt for tweeting
177,Is Tesla a cult? A dealer wonders as Elon Musk takes bite out of BMW
178,"Tesla’s Elon Musk unveils Model Y crossover, with $47,000 price tag"
179,"Tesla Pickup truck may be unveiled this summer, says CEO Elon Musk"
180,"Elon Musk makes 40,668 times more than a median Tesla employee"
181,Elon Musk is seriously the best
182,Elon Musk is on the case.
183,now filtering elon musk
184,Elon Musk is working on it.
185,"pee on us, elon musk"
186,elon musk is a no
187,The dairy king is Elon musk
188,Elon musk is my idol
189,Tesla-inspired local-delivery truck
190,"Tesla CFO Deepak Ahuja is retiring At the tail end of Tesla’s earnings call today, Elon Musk dropped a surprise bit of news:…"
191,"Well today's the day. Elon Musk says there's #Tesla news at 2pmPT. Any guesses what it could be about?
Some of ours:
- Has Tesla…"
192,Oops! Elon Musk stunned by armoured glass windows shattering in live Tesla Cybertruck demo
193,Elon Musk Tesla's CEO and SEC reach agreement on Musk's tweets
194,Tesla CEO an founder Elon Musk calls bitcoin technology brilliant
195,Tesla's Elon Musk unveils Model Y electric crossover SUV
196,Elon Musk says #Tesla might get into mining business - Business Insider
197,Elon Musk's boasts that Tesla made the best chips in the world clashes with reality
198,Wow!  Tesla's Elon Musk endorses Andrew Yang for president in 2020 election
199,Elon Musk thinks the next Tesla CEO could be Chinese. It’s a good bet.
200,Tesla history: The journey from electric car dream to Elon Musk’s behemoth
201,UPDATE: Elon Musk's Tesla Truck Unveiling Disaster NOT FAKE and Elon was Upset
202,"Elon Musk does not respect SEC. 
Elon Musk does not respect Christopher Titus."
203,Elon Musk hints at Tesla Pickup truck towing capacity crushing the competition
204,"Tesla owners will be able to honk with fart and goat sounds, suggests Elon Musk"
205,"If Elon Musk really wanted to do something revelationary with Tesla, he would’ve made it actually affordable. Not techie affordable."
206,“He’s Full of Shit”: How Elon Musk Gambled Tesla to Save SolarCity
207,Elon Musk Says That Teslas Will be Able to Safely Stream Netflix and YouTube 'Soon'
208,'Back To The Future' fans think Elon Musk's new Tesla Truck looks like a DeLorean
209,Tesla’s new Shanghai Gigafactory will make or break Elon Musk's vision for the company
210,Elon musk said Tesla’s coming out with a new cellphone here’s the prototype
211,"Elon Musk, briefing the designers of the Tesla Cybertruck:
""Just do as if a redneck had built a DeLorean with plywood on a SUV frame."""
212,"Tesla and CEO Elon Musk violated federal labor law, judge rules"
213,"Elon Musk: About 150,000 orders thus far for Tesla Cybertruck"
214,"Elon Musk:  is making an ""armored personnel carrier"". (Futurism) #AutoIndustry"
215,"Watching you &gt;&gt;

Elon Musk explains the camera inside Tesla’s Model 3"
216,Tesla Solar Roof: Elon Musk Reveals Version 3 Production Will Speed Up Soon
217,Tesla CEO Elon Musk Has a Plan That Would Make Him a Very Rich Man
218,Elon Musk agrees to have Tesla-related tweets pre-approved by lawyer
219,. is obsessed with the line between visionary &amp; fraudster. On this #MakingaKillingPod: #Tesla &amp; why Elon Musk…
220,"Anyone interested in doing business with Elon Musk and TESLA, BEWARE! Read this entire thread first."
221,"Tesla's Elon Musk, Alibaba's Jack Ma talk aliens and AI"
222,"It's NOT unusual for a government agency --#NHTSA 
to address the CEO of a company--Elon Musk Tesla  
in a cease &amp; desi…"
223,"**SCOOP**

ELON MUSK IS NO LONGER LISTED AS BEING ON THE $TSLA BOARD OF DIRECTORS ON THE TESLA INVESTOR RELATIONS WEBSITE

$…"
224,Elon Musk says Tesla will build cars in Berlin
225,"People ""don’t realize…Tesla has succeeded in spite of the incentives, not because of them.” Elon Musk"
226,Elon Musk and SEC reach agreement over Tesla CEO's use of Twitter
227,Tesla to reveal Model Y tonight: Elon Musk bets big on new electric SUV
228,You mean kinda like how Elon Musk funded all of Tesla's engineering and manufacturing in the U.S.?
230,"Elon Musk put a Tesla in outer space.

Ottawa can't run a train from St. Laurent to Blair."
231,Elon Musk must really love the movie Total Recall. #cybertruck #Tesla
232,"Oops! Elon Musk stunned by armoured glass windows shattering in live Tesla Cybertruck demo 

#Tesla #Cybertruck"
233,"Watch Tesla Model 3 go through Elon Musk’s Boring Company now paved tunnel at 116 mph
#tesla #boring"
234,"Oops! Elon Musk stunned by armoured glass windows shattering in live Tesla Cybertruck demo 

#tesla #CyberTruck"
235,Off by 3%. Tesla short sellers call Elon Musk a fraud because he was off by 3%. Bear in mind this was after Tesla deliver…
236,"Tesla in Space, Wall Art for sale:"
237,Tesla bonds take another leg lower. Elon Musk doesn't seem to care:
238,"[July 1, 2019] Inverse: Tesla Electric Jet: Elon Musk Predicts When Planes Could Ditch Fuel  #Tesla #ElonMusk…"
239,"Tesla aims for Roadster ‘hover’ test with SpaceX package late next year, Elon Musk says"
240,"Venture capitalist Chamath Palihapitiya defends Tesla and Elon Musk, issues bold takedown on $TSLA skeptics: 'at the end of…"
242,i love that teslas are the modern equivalent of the pinto but everyone has to pretend elon musk is a genius because they th…
243,Elon Musk says Tesla won’t be getting involved with cryptocurrency
244,BREAKING: Tesla CEO Elon Musk and the SEC have reached an agreement over his usage of Twitter - CNBC
245,"Elon Musk says ominous music, 'Rick and Morty' will soon keep Teslas safe"
246,Elon Musk's personal fortune is shifting away from #Tesla and toward #SpaceX
247,Forbes: Can Tesla and Elon Musk find their way to self-driving cars via Neuralink and brainjacking?…
248,Forbes: What Elon Musk said about the Tesla electric pickup truck:
249,"ELON MUSK: The Frightening and Awful Future of Humanity

#SXSW2019 highlights of doom!"
250,"Tesla will soon bring Netflix and YouTube streaming to its cars, Elon Musk says - Roadshow: #artificialintelligence #io…"
251,"Elon Musk orchestrated Tesla’s $2.6B SolarCity deal, then starved the solar division by re-allocating resources to the Mod…"
252,"Tesla’s Elon Musk, facing contempt charges, says semi-secret meeting was a mistake"
253,"Elon Musk revealed Tesla’s latest vehicle, an electric pickup truck that will compete for drivers in an already challenging but lu…"
254,"VIDEO: Elon Musk fails in demonstration that Tesla’s new truck is bulletproof. When a metal ball is thrown at the window,…"
255,"NEW: Elon Musk says Tesla Cybertruck already has over 150,000 orders"
256,Elon Musk's paranoid style of executive leadership includes calling in a fake police tip that a Tesla whistleblower is ab…
257,"Yes, it definitely is Elon Musk."
258,Why is Elon Musk such a fucking loser?
259,Dont like elon musk
260,Does Elon Musk count?
261,"Tesla Cybertruck: Elon Musk has to deliver on high expectations, like $50,000 price tag - Electrek"
262,"Tesla will unveil its Cybertruck pickup on Nov. 21 in LA, Elon Musk says"
263,"Tesla Chief Executive Elon Musk unveils the company’s electric Cybertruck, venturing into the pickup truck market, which is…"
264,Elon Musk’s late-night announcement to raise Tesla prices and reopen some stores | Ars Technica
265,"Elon Musk says he’ll cut Tesla’s workforce by 7 percent, or more than 3,000 jobs"
266,"Tesla Pickup truck to cost less than $50,000, ‘be better than F150’, says Elon Musk"
267,Elon Musk courts some controversy with tweets on sex video filmed in Tesla
268,Tesla #Solar Roof: Elon Musk's 'Year of the Roof' Is Slowly Coming Together #SmartNews #RenewableEnergy
269,Elon Musk unveiled Tesla's mid-size electric SUV - the Model Y
270,Here is everything Wall Street wants to hear from Tesla's Elon Musk today
271,"Elon Musk’s Tesla, SpaceX top list of most attractive employers for engineering students"
272,"Entertaining, insightful  story on Elon Musk’s army of short-sellers, who are convinced he’s a fraud and Tesla is…"
273,"Minor correction:
Elon Musk didn’t found ,
it was Martin Eberhard.  

However, Elon di…"
274,"On Sunday night's #TopGear,  investigates Elon Musk's claim that the Tesla Model 3 Performance ""will beat any…"
275,“Oh my f---ing god:” Elon Musk is stunned as Tesla truck's shatterproof windows break
276,Elon Musk's Net Worth Falls $768 Million After Tesla Cybertruck Fiasco
277,Elon Musk's Tesla pickup truck is starting to beat the Ford F-150 in a key metric
278,Elon Musk is completely off the rails
279,Is Elon Musk ok?
280,Elon Musk. 'nuff said.
281,"Are you listening, Elon Musk??"
282,depends on elon musk lol
283,I'm afraid it's Elon Musk
284,... “Elon musk dream home”
285,"Damn you, Elon Musk!"
286,"Tesla shares plunge after job cuts, as Elon Musk sees a 'very difficult' road ahead"
287,Elon Musk says Tesla's full self-driving technology will be complete by the end of this year.
288,"Tesla Roadster's SpaceX thruster will be hidden behind the license plate, says Elon Musk"
289,Elon Musk has released all of Tesla patents to help fight climate change
290,"All Tesla patents are now free-to-use, because Elon Musk is a saint - Tech - Mashable India"
291,Also his hero is Elon Musk.
292,Elon Musk is a complete fucking twat.
293,I miss Italian Elon Musk
294,Elon Musk? ?
295,A more relatable Elon Musk.
296,Was Elon Musk always this weird and awkward?
297,Elon Musk is transitioning into Chris Walken.
298,I'm going to Elon Musk this.
299,Tesla ATV: Elon Musk’s ‘One More Thing’ Is an ATV That Fits In Cybertruck
300,Tesla ATV: Elon Musk’s ‘One More Thing’ Is an ATV That Fits In Cybertruck
301,"Elon Musk hints at Tesla’s profitable Q4, Mid Range Model 3’s int’l release"
302,Elon Musk says #Tesla Autopilot will be capable of 'full self-driving' this year
303,Elon Musk: Tesla founder reveals plans to implant tiny computer chips in brains
304,This is what will happen when Elon Musk adds spaceX technology to Tesla. #finance #dividends #passiveincome #cash #hustle…
305,Epstein Claimed In 2018 That He Was Working With Elon Musk To Find Tesla's New Chairman
306,"Tesla: How Elon Musk's ""Terawatt-Hour"" Battery Plan May Spark Shift to Clean Energy"
307,Elon Musk's personal fortune is shifting away from Tesla and toward SpaceX
308,Elon Musk deletes tweet attacking Tesla co-founder Martin Eberhard $tslaq
309,"Do you think Tesla $TSLA is cutting a deal with SEC for Elon Musk's latest contempt charges?
$TSLAQ"
310,"Elon Musk is giving people the ability to port Fortnite to their Teslas, which also comes with the ability to port their e…"
311,"Elon Musk confirms Tesla ""Cybertruck"" debut date. (Futurism) #AV #AutoIndustry"
312,"Willkommen, Elon! Musk Says Next  Gigafactory Will Be In Germany. (Forbes) #AutoIndustry"
314,"Tesla headed into the year on a high note. But the company and its chief, Elon Musk, have confronted a series of problems and…"
315,Elon Musk: Tesla needs to cut costs or it will run out of money in 10 months
316,Tesla Stock Up as Elon Musk Announces Plans to Raise $2 Billion
317,Elon Musk says Tesla Pickup truck looks even more ‘Blade Runner-esque’ than this
318,"Not again! Musk has zero self control.

“Tesla's Elon Musk may be in contempt over tweet.”"
319,Elon Musk says Tesla “early access” full self-driving could arrive by end of year
320,"Elon Musk says #Tesla's ""Cybertruck"" will debut November 21:"
321,Elon Musk’s personal fortune is shifting away from Tesla and toward SpaceX
324,"Elon Musk does not have a Twitter account, anyone who claims to be the ""real"" Elon Musk is a fraud."
325,"Tesla CEO Elon Musk unveils its long-awaited electric pickup, the $39,900 Cybertruck"
326,Tesla CEO Elon Musk reaches deal with SEC over Twitter use
327,Tesla is losing the general counsel hired in the wake of Elon Musk’s run-in with U.S. securities regulators after just two…
328,if you get a speeding ticket well driving in autopilot in a tesla who pays the speeding ticket you or elon musk
329,A group of institutional investors in Tesla Inc. filed a new lawsuit to permanently block Elon Musk’s “unchecked use of Twitte…
330,"Tesla Pickup truck to cost less than $50,000, 'be better than F150', says Elon Musk - Electrek"
331,"Tesla to unveil Model Y on March 14, Elon Musk says:"
332,Elon Musk acknowledges tough road ahead for Tesla. Announces 7% of work force will receive layoff notices.
333,Elon Musk: Tesla’s full self-driving mode could arrive before the year's end
334,Tesla to Add Netflix and YouTube Streaming Soon Says Elon Musk
335,"Forbes: The SEC gets to rebut ""factual assertions"" by Elon Musk’s lawyers in the Tesla case"
336,Tesla shares have plunged 43% this year — and Elon Musk's fortune is getting hammered
337,Forbes: Can the Dyson vacuum cleaner founder build a better electric car than Tesla's Elon Musk?…
338,"Forbes: When it comes to electric vehicle brand awareness in the marketplace, Elon Musk’s Tesla by far surpasses al…"
339,Forbes: Elon Musk's hefty anti-LIDAR gamble is undermining Tesla's chances of survival
340,Elon Musk says Tesla is only building the Model S and Model X for 'sentimental reasons'
341,"New post: ""Tesla, Inc (TSLA) CEO Elon Musk on Q1 2019 Results - Earnings Call Transcript"""
342,"New post: ""Tesla, Inc. (TSLA) CEO Elon Musk on Q2 2019 Results - Earnings Call Transcript"""
343,"Elon Musk says, ""It has the functionality of an SUV but it will ride like a sports car.""

 introduces the new #ModelY cro…"
344,Hmmm. Wonder if they read Empty Planet. Tesla’s Elon Musk debated Alibaba’s Jack Ma in China. The audience was spellbou…
345,"Take a seat, Elon Musk.  explains why Teslas aren't what society needs."
346,"Elon Musk Beginning His Journey: ""I Arrived In North America At 17 With $2,000"""
347,"Elon Musk and Tesla may have been hogging all the headlines, but it was the Chevrolet Bolt that becam…"
348,"For all of Tesla's problems, auto executives say, Elon Musk still sets the industry standard for how to market electri…"
349,"Tesla's next-gen Roadster will exceed 1,000 km of battery range, says Elon Musk"
350,It has happened: Elon Musk and Tesla might have just forced the hand of the world’s biggest car manufacturer to accept that…
351,"SCOOP: Anonymous Twitter user who fails to recognize proven fraud at Tesla, pathologically makes excuses for Elon Musk…"
352,Elon Musk &amp; Tesla are blocking people for calling him out for failing to even credit the photographers of copyright…
353,"""it's financially insane to buy anything other than a Tesla. It'll be like owning a horse in three years."" - Elon Musk…"
354,Elon Musk is standing by his claim that Tesla's cars will be appreciating assets once they’re capable of driving themselves h…
355,Elon Musk: Any other car than a Tesla in 3 years will be like ‘owning a horse’
356,"Elon Musk sent an email to employees at 1:20 in the morning, and it just may signal the end of Tesla"
357,Fuck Elon Musk
358,Elon Musk? More like Elon Sucksk
359,Elon Musk is an idiot.
360,How is Grimes *still* dating Elon Musk
361,It's the left version of Elon Musk claiming to be a socialist.
362,Is that Elon Musk in the background
363,This is the future Elon Musk wants
364,SEC is really coming for Elon Musk at this point
365,"Elon Musk unveiled the Tesla Cybertruck with ""bulletproof"" glass windows, then accidentally broke them...twice:"
366,Elon Musk: Tesla Energy is becoming distributed global utility and could outgrow automotive business
367,"Tesla Makes Good On Elon Musk’s Goal Of Record Quarterly Deliveries, Led By Model 3 via"
368,It's amazing to me that people can hate Tesla and/or Elon Musk. He's an abrasive weirdo that's single-minded about saving…
369,Elon Musk says the price of Tesla's Full Self-Driving option will increase over time
370,It makes me so upset Elon Musk won’t drop the price of the Tesla’s. That would be revolutionary. An affordable envi…
371,"There it is “HE’S FULL OF SHIT”: HOW ELON MUSK FOOLED INVESTORS, BILKED TAXPAYERS, AND GAMBLED TESLA TO SAVE SOLARCITY"
372,"$TSLA Tesla Model S breaks Laguna Seca lap records, says Elon Musk"
373,"Tesla's Elon Musk could be suspended as CEO in latest SEC scuffle, securities lawyers say"
374,Elon Musk unveils his new armoured Tesla Cybertruck — then it breaks - Global News
375,Elon Musk: Berlin 'gigafactory' will build Teslas starting with the Model Y
376,"Elon Musk says Tesla has received 146,000 orders for its Cybertruck after botched debut"
377,Why I bought a Tesla: One woman's experience buying Elon Musk's sleek EV
378,"Hi   , my dad’s 75th birthday is in 2 weeks. He s a big fan of Tesla and Elon Musk - he bought 1 of the f…"
379,"Billionaire Elon Musk said he would build the 1st European Tesla Gigafactory on the outskirts of Berlin, as Brexit uncertaintie…"
380,"#Tesla CEO Elon Musk was in perma-bull mode at yesterday's shareholder meeting. Is this a recovery, though, or just more thea…"
381,"Elon Musk explains why auto industry hasn’t caught up with Tesla, says competition has ‘no soul’"
382,"Well, this is super unexpected and interesting.

Elon Musk just released all of Tesla's patents for free use."
383,"CEO of Tesla, Elon Musk drops a rap song “RIP Harambe” and dedicates it to Harambe 轢"
384,Elon Musk's Tesla insurance plans could ultimately prove Warren Buffett wrong
385,Recode Daily: Elon Musk might be held in contempt of court over a Tesla tweet
386,"Elon Musk makes incredible claims about Tesla Model 3 longevity, will offer battery module replacement"
387,It took Elon Musk just 168 days to open Tesla's Gigafactory in Shanghai
388,"Elon Musk, CEO of Tesla, has officially gone public with his belief cryptocurrency offers an improved alternative to conventi…"
389,"Jan 2019, Elon Musk In China to Break Ground For Tesla’s $5B China Factory..…"
390,Elon Musk just sent another email to employees about Tesla's store…
392," Elon Musk &amp; Tesla responded to whistleblower Karl Hansen's SOX claim. (Attached in thread).

They added a Seyfarth S…"
393,"Tesla CEO Elon Musk could be in hot water with U.S. securities regulators, this time for tweeting a forecast for solar ro…"
394,"Court gives investors the okay to subpoena Azealia Banks and Grimes in lawsuit against Elon Musk and Tesla, asking them…"
